"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2008"	"2008"	669	417456	160.26	163.79
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2009"	"2009"	601	418117	143.74	142.22
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2010"	"2010"	676	418366	161.58	159.22
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2011"	"2011"	668	420064	159.02	150.99
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2012"	"2012"	664	421939	157.37	144.28
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2013"	"2013"	679	423727	160.24	141.67
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2014"	"2014"	697	426225	163.53	142.83
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2015"	"2015"	761	428602	177.55	151.59
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"2016"	"2016"	773	430679	179.48	147.07
	"New Hampshire"	"33"	"Medium Metro"	"3"	"1999"	"1999"	749	376407	198.99	230.47
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2000"	"2000"	797	380841	209.27	240.51
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2001"	"2001"	838	387414	216.31	249.08
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2002"	"2002"	829	389665	212.75	239.95
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2003"	"2003"	749	391461	191.33	216.17
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2004"	"2004"	763	394428	193.44	209.91
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2005"	"2005"	703	396381	177.35	189.78
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2006"	"2006"	739	398169	185.60	194.12
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2007"	"2007"	708	398843	177.51	181.46
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2008"	"2008"	626	399556	156.67	156.15
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2009"	"2009"	635	400148	158.69	155.87
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2010"	"2010"	562	400721	140.25	136.42
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2011"	"2011"	628	401696	156.34	147.68
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2012"	"2012"	627	402922	155.61	143.85
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2013"	"2013"	670	403985	165.85	148.71
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2014"	"2014"	679	405184	167.58	148.24
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2015"	"2015"	703	406678	172.86	145.69
	"New Hampshire"	"33"	"Medium Metro"	"3"	"2016"	"2016"	735	407761	180.25	149.95
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	1161	417911	277.81	249.17
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	1146	421687	271.77	241.56
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	1140	426589	267.24	236.82
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	1136	432321	262.77	232.85
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	1126	437943	257.11	225.37
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	1059	442168	239.50	207.35
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	1055	445588	236.77	200.90
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	965	448818	215.01	177.29
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	990	450001	220.00	178.63
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	1013	450881	224.67	178.44
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	923	450074	205.08	161.31
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	964	449565	214.43	164.41
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	953	448793	212.35	159.87
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	948	448290	211.47	154.57
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	979	448248	218.41	158.00
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	969	448005	216.29	153.42
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	1005	448043	224.31	154.23
	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	1001	449066	222.91	156.27
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"1999"	"1999"	116	42815	270.93	208.18
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2000"	"2000"	108	43666	247.33	190.61
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2001"	"2001"	116	44200	262.44	198.11
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2002"	"2002"	134	45074	297.29	222.03
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2003"	"2003"	136	45697	297.61	219.77
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2004"	"2004"	105	46496	225.83	160.84
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2005"	"2005"	111	46652	237.93	170.58
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2006"	"2006"	105	47421	221.42	150.26
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2007"	"2007"	100	47829	209.08	141.72
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2008"	"2008"	101	48013	210.36	135.72
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2009"	"2009"	109	47763	228.21	145.20
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2010"	"2010"	88	47818	184.03	116.13
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2011"	"2011"	84	47641	176.32	112.91
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2012"	"2012"	85	47567	178.70	106.32
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2013"	"2013"	106	47499	223.16	127.62
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2014"	"2014"	119	47399	251.06	135.96
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2015"	"2015"	102	47285	215.71	117.80
	"New Hampshire"	"33"	"NonCore (non-metro)"	"6"	"2016"	"2016"	122	47289	257.99	147.06
	"New Jersey"	"34"	"Large Central Metro"	"1"	"1999"	"1999"	5192	1914012	271.26	278.27
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2000"	"2000"	5033	1925149	261.43	265.90
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2001"	"2001"	4876	1937124	251.71	257.94
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2002"	"2002"	4897	1938804	252.58	259.59
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2003"	"2003"	4588	1937591	236.79	242.73
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2004"	"2004"	4330	1932828	224.02	230.38
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2005"	"2005"	4252	1927166	220.63	225.67
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2006"	"2006"	3944	1919757	205.44	210.59
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2007"	"2007"	3734	1917593	194.72	198.68
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2008"	"2008"	3872	1925226	201.12	203.47
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2009"	"2009"	3658	1942949	188.27	190.13
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2010"	"2010"	3684	1954734	188.47	188.69
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2011"	"2011"	3659	1965855	186.13	184.88
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2012"	"2012"	3461	1984022	174.44	172.15
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2013"	"2013"	3537	1998103	177.02	173.74
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2014"	"2014"	3335	2017777	165.28	162.98
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2015"	"2015"	3436	2028056	169.42	165.05
	"New Jersey"	"34"	"Large Central Metro"	"1"	"2016"	"2016"	3386	2030527	166.75	161.27
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"1999"	"1999"	15505	5497245	282.05	267.76
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2000"	"2000"	15704	5534687	283.74	267.34
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2001"	"2001"	14946	5592319	267.26	249.30
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2002"	"2002"	14847	5642879	263.11	243.11
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2003"	"2003"	14634	5683492	257.48	235.04
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2004"	"2004"	13590	5713952	237.84	215.17
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2005"	"2005"	13641	5732315	237.97	211.64
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2006"	"2006"	13077	5746198	227.58	198.26
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2007"	"2007"	12772	5763547	221.60	189.45
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2008"	"2008"	12777	5786179	220.82	185.24
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2009"	"2009"	12236	5810754	210.58	173.99
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2010"	"2010"	12691	5833243	217.56	177.36
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2011"	"2011"	12289	5851864	210.00	168.24
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2012"	"2012"	12567	5875101	213.90	168.85
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2013"	"2013"	12598	5894352	213.73	166.13
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2014"	"2014"	12626	5914002	213.49	163.86
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2015"	"2015"	12788	5926890	215.76	163.32
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"2016"	"2016"	12751	5917084	215.49	161.26
	"New Jersey"	"34"	"Medium Metro"	"3"	"1999"	"1999"	1940	699907	277.18	270.39
	"New Jersey"	"34"	"Medium Metro"	"3"	"2000"	"2000"	2095	705750	296.85	288.44
	"New Jersey"	"34"	"Medium Metro"	"3"	"2001"	"2001"	1980	714754	277.02	267.22
	"New Jersey"	"34"	"Medium Metro"	"3"	"2002"	"2002"	1913	721972	264.97	254.72
	"New Jersey"	"34"	"Medium Metro"	"3"	"2003"	"2003"	1976	730172	270.62	259.38
	"New Jersey"	"34"	"Medium Metro"	"3"	"2004"	"2004"	1801	737462	244.22	234.69
	"New Jersey"	"34"	"Medium Metro"	"3"	"2005"	"2005"	1832	741202	247.17	233.38
	"New Jersey"	"34"	"Medium Metro"	"3"	"2006"	"2006"	1741	743658	234.11	216.43
	"New Jersey"	"34"	"Medium Metro"	"3"	"2007"	"2007"	1624	744570	218.11	198.91
	"New Jersey"	"34"	"Medium Metro"	"3"	"2008"	"2008"	1695	746397	227.09	203.88
	"New Jersey"	"34"	"Medium Metro"	"3"	"2009"	"2009"	1494	748130	199.70	176.78
	"New Jersey"	"34"	"Medium Metro"	"3"	"2010"	"2010"	1630	749754	217.40	190.11
	"New Jersey"	"34"	"Medium Metro"	"3"	"2011"	"2011"	1677	749740	223.68	191.49
	"New Jersey"	"34"	"Medium Metro"	"3"	"2012"	"2012"	1570	751378	208.95	175.31
	"New Jersey"	"34"	"Medium Metro"	"3"	"2013"	"2013"	1593	753655	211.37	175.96
	"New Jersey"	"34"	"Medium Metro"	"3"	"2014"	"2014"	1646	753663	218.40	177.50
	"New Jersey"	"34"	"Medium Metro"	"3"	"2015"	"2015"	1695	752486	225.25	180.47
	"New Jersey"	"34"	"Medium Metro"	"3"	"2016"	"2016"	1732	748631	231.36	182.70
	"New Jersey"	"34"	"Small Metro"	"4"	"1999"	"1999"	856	248428	344.57	278.49
	"New Jersey"	"34"	"Small Metro"	"4"	"2000"	"2000"	892	248764	358.57	288.09
	"New Jersey"	"34"	"Small Metro"	"4"	"2001"	"2001"	902	248474	363.02	290.36
	"New Jersey"	"34"	"Small Metro"	"4"	"2002"	"2002"	853	248988	342.59	273.94
	"New Jersey"	"34"	"Small Metro"	"4"	"2003"	"2003"	845	250147	337.80	270.72
	"New Jersey"	"34"	"Small Metro"	"4"	"2004"	"2004"	839	250319	335.17	269.35
	"New Jersey"	"34"	"Small Metro"	"4"	"2005"	"2005"	930	251291	370.09	296.46
	"New Jersey"	"34"	"Small Metro"	"4"	"2006"	"2006"	786	252066	311.82	247.04
	"New Jersey"	"34"	"Small Metro"	"4"	"2007"	"2007"	701	252175	277.98	216.86
	"New Jersey"	"34"	"Small Metro"	"4"	"2008"	"2008"	712	253288	281.10	220.54
	"New Jersey"	"34"	"Small Metro"	"4"	"2009"	"2009"	698	253769	275.05	209.98
	"New Jersey"	"34"	"Small Metro"	"4"	"2010"	"2010"	725	254163	285.25	216.51
	"New Jersey"	"34"	"Small Metro"	"4"	"2011"	"2011"	705	253696	277.89	211.75
	"New Jersey"	"34"	"Small Metro"	"4"	"2012"	"2012"	742	254089	292.02	215.86
	"New Jersey"	"34"	"Small Metro"	"4"	"2013"	"2013"	732	253229	289.07	215.46
	"New Jersey"	"34"	"Small Metro"	"4"	"2014"	"2014"	712	252733	281.72	206.03
	"New Jersey"	"34"	"Small Metro"	"4"	"2015"	"2015"	728	250581	290.52	208.08
	"New Jersey"	"34"	"Small Metro"	"4"	"2016"	"2016"	728	248227	293.28	208.98
	"New Mexico"	"35"	"Medium Metro"	"3"	"1999"	"1999"	1256	722692	173.79	200.35
	"New Mexico"	"35"	"Medium Metro"	"3"	"2000"	"2000"	1070	729649	146.65	166.03
	"New Mexico"	"35"	"Medium Metro"	"3"	"2001"	"2001"	1281	741932	172.66	191.43
	"New Mexico"	"35"	"Medium Metro"	"3"	"2002"	"2002"	1232	757716	162.59	178.99
	"New Mexico"	"35"	"Medium Metro"	"3"	"2003"	"2003"	1246	772128	161.37	177.09
	"New Mexico"	"35"	"Medium Metro"	"3"	"2004"	"2004"	1243	789237	157.49	171.15
	"New Mexico"	"35"	"Medium Metro"	"3"	"2005"	"2005"	1332	809551	164.54	177.06
	"New Mexico"	"35"	"Medium Metro"	"3"	"2006"	"2006"	1372	831252	165.05	175.57
	"New Mexico"	"35"	"Medium Metro"	"3"	"2007"	"2007"	1387	849641	163.25	169.44
	"New Mexico"	"35"	"Medium Metro"	"3"	"2008"	"2008"	1343	863383	155.55	158.98
	"New Mexico"	"35"	"Medium Metro"	"3"	"2009"	"2009"	1323	876448	150.95	152.98
	"New Mexico"	"35"	"Medium Metro"	"3"	"2010"	"2010"	1316	887077	148.35	148.26
	"New Mexico"	"35"	"Medium Metro"	"3"	"2011"	"2011"	1350	898642	150.23	145.47
	"New Mexico"	"35"	"Medium Metro"	"3"	"2012"	"2012"	1335	901700	148.05	141.12
	"New Mexico"	"35"	"Medium Metro"	"3"	"2013"	"2013"	1342	902797	148.65	138.03
	"New Mexico"	"35"	"Medium Metro"	"3"	"2014"	"2014"	1396	904587	154.32	139.60
	"New Mexico"	"35"	"Medium Metro"	"3"	"2015"	"2015"	1425	907301	157.06	137.41
	"New Mexico"	"35"	"Medium Metro"	"3"	"2016"	"2016"	1534	909906	168.59	143.35
	"New Mexico"	"35"	"Small Metro"	"4"	"1999"	"1999"	624	414429	150.57	202.11
	"New Mexico"	"35"	"Small Metro"	"4"	"2000"	"2000"	606	417775	145.05	189.92
	"New Mexico"	"35"	"Small Metro"	"4"	"2001"	"2001"	623	423298	147.18	185.61
	"New Mexico"	"35"	"Small Metro"	"4"	"2002"	"2002"	625	431449	144.86	180.46
	"New Mexico"	"35"	"Small Metro"	"4"	"2003"	"2003"	661	438811	150.63	183.57
	"New Mexico"	"35"	"Small Metro"	"4"	"2004"	"2004"	652	444509	146.68	178.31
	"New Mexico"	"35"	"Small Metro"	"4"	"2005"	"2005"	600	451618	132.86	155.66
	"New Mexico"	"35"	"Small Metro"	"4"	"2006"	"2006"	589	457515	128.74	145.52
	"New Mexico"	"35"	"Small Metro"	"4"	"2007"	"2007"	570	464212	122.79	133.76
	"New Mexico"	"35"	"Small Metro"	"4"	"2008"	"2008"	596	469464	126.95	134.93
	"New Mexico"	"35"	"Small Metro"	"4"	"2009"	"2009"	597	477965	124.90	129.72
	"New Mexico"	"35"	"Small Metro"	"4"	"2010"	"2010"	607	483447	125.56	129.94
	"New Mexico"	"35"	"Small Metro"	"4"	"2011"	"2011"	624	487446	128.01	125.31
	"New Mexico"	"35"	"Small Metro"	"4"	"2012"	"2012"	639	489349	130.58	124.52
	"New Mexico"	"35"	"Small Metro"	"4"	"2013"	"2013"	675	487386	138.49	128.02
	"New Mexico"	"35"	"Small Metro"	"4"	"2014"	"2014"	627	485625	129.11	113.87
	"New Mexico"	"35"	"Small Metro"	"4"	"2015"	"2015"	719	481718	149.26	123.56
	"New Mexico"	"35"	"Small Metro"	"4"	"2016"	"2016"	732	477937	153.16	123.53
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	1278	570091	224.17	248.01
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	1209	569960	212.12	229.88
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	1211	566352	213.82	226.69
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	1216	566647	214.60	224.88
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	1209	566798	213.30	219.51
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	1135	570856	198.82	203.23
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	1241	572171	216.89	217.85
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	1207	574546	210.08	208.63
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	1100	577660	190.42	185.25
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	1122	579402	193.65	186.05
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	1053	583921	180.33	169.15
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	1054	590060	178.63	167.46
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	1103	598132	184.41	170.71
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	1116	597865	186.66	170.46
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	1144	599601	190.79	170.33
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	1168	601857	194.07	171.41
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	1126	603690	186.52	163.41
	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	1263	601576	209.95	179.59
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"1999"	"1999"	294	100870	291.46	226.96
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2000"	"2000"	306	101662	301.00	231.75
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2001"	"2001"	308	100108	307.67	232.32
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2002"	"2002"	287	99497	288.45	214.06
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2003"	"2003"	286	99837	286.47	215.91
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2004"	"2004"	234	99206	235.87	176.32
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2005"	"2005"	262	98934	264.82	193.70
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2006"	"2006"	243	98824	245.89	178.77
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2007"	"2007"	248	98557	251.63	180.47
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2008"	"2008"	214	98413	217.45	151.24
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2009"	"2009"	241	98468	244.75	171.29
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2010"	"2010"	247	98595	250.52	167.53
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2011"	"2011"	256	98004	261.21	167.67
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2012"	"2012"	262	96624	271.15	171.71
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2013"	"2013"	264	95503	276.43	175.46
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2014"	"2014"	233	93503	249.19	153.56
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2015"	"2015"	238	92400	257.58	151.31
	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	"2016"	"2016"	271	91596	295.86	173.86
	"New York"	"36"	"Large Central Metro"	"1"	"1999"	"1999"	31097	9633885	322.79	331.25
	"New York"	"36"	"Large Central Metro"	"1"	"2000"	"2000"	29513	9693886	304.45	309.34
	"New York"	"36"	"Large Central Metro"	"1"	"2001"	"2001"	29340	9746219	301.04	303.00
	"New York"	"36"	"Large Central Metro"	"1"	"2002"	"2002"	29388	9756942	301.20	300.60
	"New York"	"36"	"Large Central Metro"	"1"	"2003"	"2003"	28771	9751590	295.04	292.02
	"New York"	"36"	"Large Central Metro"	"1"	"2004"	"2004"	27019	9722774	277.89	272.66
	"New York"	"36"	"Large Central Metro"	"1"	"2005"	"2005"	27027	9683619	279.10	269.58
	"New York"	"36"	"Large Central Metro"	"1"	"2006"	"2006"	25985	9657799	269.06	257.97
	"New York"	"36"	"Large Central Metro"	"1"	"2007"	"2007"	25343	9674911	261.95	248.59
	"New York"	"36"	"Large Central Metro"	"1"	"2008"	"2008"	25243	9729784	259.44	245.15
	"New York"	"36"	"Large Central Metro"	"1"	"2009"	"2009"	23927	9794294	244.30	229.19
	"New York"	"36"	"Large Central Metro"	"1"	"2010"	"2010"	21812	9838517	221.70	206.29
	"New York"	"36"	"Large Central Metro"	"1"	"2011"	"2011"	21196	9908563	213.92	196.27
	"New York"	"36"	"Large Central Metro"	"1"	"2012"	"2012"	20652	10003596	206.45	187.07
	"New York"	"36"	"Large Central Metro"	"1"	"2013"	"2013"	20829	10075309	206.73	185.54
	"New York"	"36"	"Large Central Metro"	"1"	"2014"	"2014"	20310	10163771	199.83	177.98
	"New York"	"36"	"Large Central Metro"	"1"	"2015"	"2015"	21030	10222583	205.72	182.11
	"New York"	"36"	"Large Central Metro"	"1"	"2016"	"2016"	21159	10206446	207.31	180.50
	"New York"	"36"	"Large Fringe Metro"	"2"	"1999"	"1999"	15437	5196823	297.05	291.71
	"New York"	"36"	"Large Fringe Metro"	"2"	"2000"	"2000"	15571	5228342	297.82	289.60
	"New York"	"36"	"Large Fringe Metro"	"2"	"2001"	"2001"	15244	5278081	288.82	276.61
	"New York"	"36"	"Large Fringe Metro"	"2"	"2002"	"2002"	15342	5311293	288.86	272.54
	"New York"	"36"	"Large Fringe Metro"	"2"	"2003"	"2003"	14877	5339424	278.63	258.56
	"New York"	"36"	"Large Fringe Metro"	"2"	"2004"	"2004"	14114	5353615	263.63	241.16
	"New York"	"36"	"Large Fringe Metro"	"2"	"2005"	"2005"	13937	5349332	260.54	232.59
	"New York"	"36"	"Large Fringe Metro"	"2"	"2006"	"2006"	13927	5340513	260.78	227.62
	"New York"	"36"	"Large Fringe Metro"	"2"	"2007"	"2007"	13665	5344204	255.70	218.64
	"New York"	"36"	"Large Fringe Metro"	"2"	"2008"	"2008"	13772	5364291	256.73	214.60
	"New York"	"36"	"Large Fringe Metro"	"2"	"2009"	"2009"	13176	5391377	244.39	201.13
	"New York"	"36"	"Large Fringe Metro"	"2"	"2010"	"2010"	13082	5415489	241.57	196.34
	"New York"	"36"	"Large Fringe Metro"	"2"	"2011"	"2011"	13076	5438231	240.45	191.25
	"New York"	"36"	"Large Fringe Metro"	"2"	"2012"	"2012"	12973	5448969	238.08	185.29
	"New York"	"36"	"Large Fringe Metro"	"2"	"2013"	"2013"	13089	5461663	239.65	183.35
	"New York"	"36"	"Large Fringe Metro"	"2"	"2014"	"2014"	12814	5477321	233.95	176.59
	"New York"	"36"	"Large Fringe Metro"	"2"	"2015"	"2015"	13074	5482819	238.45	177.21
	"New York"	"36"	"Large Fringe Metro"	"2"	"2016"	"2016"	13004	5470898	237.69	173.84
	"New York"	"36"	"Medium Metro"	"3"	"1999"	"1999"	5182	1774290	292.06	260.23
	"New York"	"36"	"Medium Metro"	"3"	"2000"	"2000"	5164	1775925	290.78	256.66
	"New York"	"36"	"Medium Metro"	"3"	"2001"	"2001"	5069	1780252	284.73	248.79
	"New York"	"36"	"Medium Metro"	"3"	"2002"	"2002"	5137	1787043	287.46	249.69
	"New York"	"36"	"Medium Metro"	"3"	"2003"	"2003"	4984	1798033	277.19	237.67
	"New York"	"36"	"Medium Metro"	"3"	"2004"	"2004"	4808	1805519	266.29	226.42
	"New York"	"36"	"Medium Metro"	"3"	"2005"	"2005"	4701	1808199	259.98	218.54
	"New York"	"36"	"Medium Metro"	"3"	"2006"	"2006"	4516	1813944	248.96	206.58
	"New York"	"36"	"Medium Metro"	"3"	"2007"	"2007"	4467	1818108	245.69	200.50
	"New York"	"36"	"Medium Metro"	"3"	"2008"	"2008"	4223	1824081	231.51	185.99
	"New York"	"36"	"Medium Metro"	"3"	"2009"	"2009"	4331	1829218	236.77	188.95
	"New York"	"36"	"Medium Metro"	"3"	"2010"	"2010"	4115	1832690	224.53	177.18
	"New York"	"36"	"Medium Metro"	"3"	"2011"	"2011"	4338	1832478	236.73	184.48
	"New York"	"36"	"Medium Metro"	"3"	"2012"	"2012"	4304	1833644	234.72	179.02
	"New York"	"36"	"Medium Metro"	"3"	"2013"	"2013"	4175	1837605	227.20	173.71
	"New York"	"36"	"Medium Metro"	"3"	"2014"	"2014"	4182	1838260	227.50	171.91
	"New York"	"36"	"Medium Metro"	"3"	"2015"	"2015"	4404	1837888	239.62	179.64
	"New York"	"36"	"Medium Metro"	"3"	"2016"	"2016"	4302	1832152	234.81	173.64
	"New York"	"36"	"Small Metro"	"4"	"1999"	"1999"	2442	853394	286.15	264.00
	"New York"	"36"	"Small Metro"	"4"	"2000"	"2000"	2441	853723	285.92	260.56
	"New York"	"36"	"Small Metro"	"4"	"2001"	"2001"	2375	855228	277.70	250.49
	"New York"	"36"	"Small Metro"	"4"	"2002"	"2002"	2140	858436	249.29	222.42
	"New York"	"36"	"Small Metro"	"4"	"2003"	"2003"	2195	859267	255.45	225.03
	"New York"	"36"	"Small Metro"	"4"	"2004"	"2004"	2126	860538	247.05	214.59
	"New York"	"36"	"Small Metro"	"4"	"2005"	"2005"	2085	863979	241.33	207.55
	"New York"	"36"	"Small Metro"	"4"	"2006"	"2006"	2013	865644	232.54	196.56
	"New York"	"36"	"Small Metro"	"4"	"2007"	"2007"	2006	867657	231.20	194.46
	"New York"	"36"	"Small Metro"	"4"	"2008"	"2008"	2017	868720	232.18	190.17
