"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"Large Central Metro"	"1"	"1999"	"1999"	1802	662845	271.86	254.42
	"Alabama"	"01"	"Large Central Metro"	"1"	"2000"	"2000"	1844	662047	278.53	259.82
	"Alabama"	"01"	"Large Central Metro"	"1"	"2001"	"2001"	1804	660197	273.25	256.24
	"Alabama"	"01"	"Large Central Metro"	"1"	"2002"	"2002"	1852	657518	281.67	264.08
	"Alabama"	"01"	"Large Central Metro"	"1"	"2003"	"2003"	1820	657513	276.80	259.98
	"Alabama"	"01"	"Large Central Metro"	"1"	"2004"	"2004"	1734	656023	264.32	247.69
	"Alabama"	"01"	"Large Central Metro"	"1"	"2005"	"2005"	1693	654919	258.51	240.44
	"Alabama"	"01"	"Large Central Metro"	"1"	"2006"	"2006"	1643	655893	250.50	230.86
	"Alabama"	"01"	"Large Central Metro"	"1"	"2007"	"2007"	1533	655163	233.99	214.52
	"Alabama"	"01"	"Large Central Metro"	"1"	"2008"	"2008"	1576	656510	240.06	217.95
	"Alabama"	"01"	"Large Central Metro"	"1"	"2009"	"2009"	1513	658441	229.79	207.44
	"Alabama"	"01"	"Large Central Metro"	"1"	"2010"	"2010"	1473	658466	223.70	201.95
	"Alabama"	"01"	"Large Central Metro"	"1"	"2011"	"2011"	1411	658931	214.13	188.99
	"Alabama"	"01"	"Large Central Metro"	"1"	"2012"	"2012"	1530	660009	231.82	203.82
	"Alabama"	"01"	"Large Central Metro"	"1"	"2013"	"2013"	1520	659479	230.48	199.63
	"Alabama"	"01"	"Large Central Metro"	"1"	"2014"	"2014"	1560	660793	236.08	201.28
	"Alabama"	"01"	"Large Central Metro"	"1"	"2015"	"2015"	1509	660367	228.51	194.71
	"Alabama"	"01"	"Large Central Metro"	"1"	"2016"	"2016"	1397	659521	211.82	177.02
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"1999"	"1999"	1078	384595	280.29	325.43
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2000"	"2000"	1060	390191	271.66	314.09
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2001"	"2001"	1020	398885	255.71	290.03
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2002"	"2002"	1077	405448	265.63	299.45
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2003"	"2003"	1124	413373	271.91	306.61
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2004"	"2004"	1128	422181	267.18	299.67
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2005"	"2005"	1074	431399	248.96	278.68
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2006"	"2006"	1156	442925	260.99	289.32
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2007"	"2007"	1001	452093	221.41	241.28
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2008"	"2008"	1016	460591	220.59	235.90
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2009"	"2009"	1023	466830	219.14	233.43
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2010"	"2010"	999	469581	212.74	220.88
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2011"	"2011"	1108	473333	234.08	238.42
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2012"	"2012"	1096	476641	229.94	226.51
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2013"	"2013"	1084	480821	225.45	215.30
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2014"	"2014"	1105	482979	228.79	213.09
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2015"	"2015"	1286	485280	265.00	240.74
	"Alabama"	"01"	"Large Fringe Metro"	"2"	"2016"	"2016"	1276	487896	261.53	230.48
	"Alabama"	"01"	"Medium Metro"	"3"	"1999"	"1999"	3031	1133417	267.42	303.70
	"Alabama"	"01"	"Medium Metro"	"3"	"2000"	"2000"	2919	1138503	256.39	288.91
	"Alabama"	"01"	"Medium Metro"	"3"	"2001"	"2001"	2874	1146929	250.58	280.32
	"Alabama"	"01"	"Medium Metro"	"3"	"2002"	"2002"	2841	1153138	246.37	273.27
	"Alabama"	"01"	"Medium Metro"	"3"	"2003"	"2003"	2812	1159478	242.52	268.68
	"Alabama"	"01"	"Medium Metro"	"3"	"2004"	"2004"	2791	1167714	239.01	262.01
	"Alabama"	"01"	"Medium Metro"	"3"	"2005"	"2005"	2831	1180109	239.89	257.72
	"Alabama"	"01"	"Medium Metro"	"3"	"2006"	"2006"	2718	1202185	226.09	240.88
	"Alabama"	"01"	"Medium Metro"	"3"	"2007"	"2007"	2592	1218101	212.79	224.56
	"Alabama"	"01"	"Medium Metro"	"3"	"2008"	"2008"	2665	1233240	216.10	224.92
	"Alabama"	"01"	"Medium Metro"	"3"	"2009"	"2009"	2570	1248198	205.90	211.58
	"Alabama"	"01"	"Medium Metro"	"3"	"2010"	"2010"	2608	1258068	207.30	210.85
	"Alabama"	"01"	"Medium Metro"	"3"	"2011"	"2011"	2639	1271237	207.59	207.37
	"Alabama"	"01"	"Medium Metro"	"3"	"2012"	"2012"	2761	1279639	215.76	210.52
	"Alabama"	"01"	"Medium Metro"	"3"	"2013"	"2013"	2909	1282911	226.75	216.93
	"Alabama"	"01"	"Medium Metro"	"3"	"2014"	"2014"	2945	1288958	228.48	214.45
	"Alabama"	"01"	"Medium Metro"	"3"	"2015"	"2015"	2941	1293599	227.35	209.27
	"Alabama"	"01"	"Medium Metro"	"3"	"2016"	"2016"	2964	1296650	228.59	207.13
	"Alabama"	"01"	"Small Metro"	"4"	"1999"	"1999"	3227	1089276	296.25	295.51
	"Alabama"	"01"	"Small Metro"	"4"	"2000"	"2000"	3315	1093902	303.04	299.30
	"Alabama"	"01"	"Small Metro"	"4"	"2001"	"2001"	3377	1102177	306.39	301.61
	"Alabama"	"01"	"Small Metro"	"4"	"2002"	"2002"	3107	1107921	280.44	275.83
	"Alabama"	"01"	"Small Metro"	"4"	"2003"	"2003"	3229	1118032	288.81	282.02
	"Alabama"	"01"	"Small Metro"	"4"	"2004"	"2004"	3108	1129680	275.12	268.50
	"Alabama"	"01"	"Small Metro"	"4"	"2005"	"2005"	3255	1147271	283.72	274.66
	"Alabama"	"01"	"Small Metro"	"4"	"2006"	"2006"	3099	1167518	265.43	255.87
	"Alabama"	"01"	"Small Metro"	"4"	"2007"	"2007"	2999	1182639	253.59	241.33
	"Alabama"	"01"	"Small Metro"	"4"	"2008"	"2008"	3035	1197658	253.41	239.65
	"Alabama"	"01"	"Small Metro"	"4"	"2009"	"2009"	3136	1213822	258.36	241.19
	"Alabama"	"01"	"Small Metro"	"4"	"2010"	"2010"	3144	1222281	257.22	238.00
	"Alabama"	"01"	"Small Metro"	"4"	"2011"	"2011"	3065	1232191	248.74	227.34
	"Alabama"	"01"	"Small Metro"	"4"	"2012"	"2012"	3068	1241965	247.03	221.62
	"Alabama"	"01"	"Small Metro"	"4"	"2013"	"2013"	3301	1251150	263.84	234.02
	"Alabama"	"01"	"Small Metro"	"4"	"2014"	"2014"	3200	1260392	253.89	221.49
	"Alabama"	"01"	"Small Metro"	"4"	"2015"	"2015"	3493	1267088	275.67	237.90
	"Alabama"	"01"	"Small Metro"	"4"	"2016"	"2016"	3460	1272731	271.86	230.18
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	1760	510099	345.03	328.58
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	1803	511460	352.52	333.08
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	1749	511896	341.67	321.19
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	1861	511793	363.62	344.02
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	1825	512778	355.90	338.54
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	1732	514635	336.55	318.60
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	1737	516692	336.18	312.96
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	1773	520060	340.92	312.79
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	1689	523927	322.37	295.72
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	1649	528462	312.04	284.47
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	1651	530106	311.45	282.15
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	1641	531615	308.68	278.78
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	1591	531126	299.55	267.27
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	1584	532769	297.31	258.81
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	1530	530835	288.23	245.77
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	1495	530367	281.88	240.26
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	1541	529811	290.86	242.14
	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	1640	528039	310.58	254.26
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"1999"	"1999"	2521	649909	387.90	335.52
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2000"	"2000"	2465	650997	378.65	324.60
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2001"	"2001"	2383	647550	368.00	314.84
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2002"	"2002"	2459	644271	381.67	327.15
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2003"	"2003"	2340	642317	364.31	311.55
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2004"	"2004"	2281	640496	356.13	306.27
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2005"	"2005"	2279	639415	356.42	301.59
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2006"	"2006"	2194	640400	342.60	289.91
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2007"	"2007"	2112	640917	329.53	276.22
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2008"	"2008"	2133	641745	332.38	276.68
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2009"	"2009"	2128	640541	332.22	275.95
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2010"	"2010"	2218	639725	346.71	283.80
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2011"	"2011"	2128	635922	334.63	271.53
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2012"	"2012"	1997	631000	316.48	251.57
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2013"	"2013"	2128	628526	338.57	263.73
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2014"	"2014"	2156	625888	344.47	263.48
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2015"	"2015"	2211	622834	354.99	267.51
	"Alabama"	"01"	"NonCore (non-metro)"	"6"	"2016"	"2016"	2095	618463	338.74	250.75
	"Alaska"	"02"	"Medium Metro"	"3"	"1999"	"1999"	296	317172	93.32	211.41
	"Alaska"	"02"	"Medium Metro"	"3"	"2000"	"2000"	300	319605	93.87	215.88
	"Alaska"	"02"	"Medium Metro"	"3"	"2001"	"2001"	289	326081	88.63	170.28
	"Alaska"	"02"	"Medium Metro"	"3"	"2002"	"2002"	284	332582	85.39	162.75
	"Alaska"	"02"	"Medium Metro"	"3"	"2003"	"2003"	305	337730	90.31	176.21
	"Alaska"	"02"	"Medium Metro"	"3"	"2004"	"2004"	295	345245	85.45	149.30
	"Alaska"	"02"	"Medium Metro"	"3"	"2005"	"2005"	349	350903	99.46	175.75
	"Alaska"	"02"	"Medium Metro"	"3"	"2006"	"2006"	344	358718	95.90	175.00
	"Alaska"	"02"	"Medium Metro"	"3"	"2007"	"2007"	319	360194	88.56	152.16
	"Alaska"	"02"	"Medium Metro"	"3"	"2008"	"2008"	325	365633	88.89	147.37
	"Alaska"	"02"	"Medium Metro"	"3"	"2009"	"2009"	337	374562	89.97	140.79
	"Alaska"	"02"	"Medium Metro"	"3"	"2010"	"2010"	340	380821	89.28	141.04
	"Alaska"	"02"	"Medium Metro"	"3"	"2011"	"2011"	365	387516	94.19	141.86
	"Alaska"	"02"	"Medium Metro"	"3"	"2012"	"2012"	351	392535	89.42	129.10
	"Alaska"	"02"	"Medium Metro"	"3"	"2013"	"2013"	346	396142	87.34	123.37
	"Alaska"	"02"	"Medium Metro"	"3"	"2014"	"2014"	386	398892	96.77	137.45
	"Alaska"	"02"	"Medium Metro"	"3"	"2015"	"2015"	387	399790	96.80	132.22
	"Alaska"	"02"	"Medium Metro"	"3"	"2016"	"2016"	406	402557	100.86	126.83
	"Alaska"	"02"	"Small Metro"	"4"	"1999"	"1999"	76	83390	91.14	238.53
	"Alaska"	"02"	"Small Metro"	"4"	"2000"	"2000"	79	82840	95.36	254.25
	"Alaska"	"02"	"Small Metro"	"4"	"2001"	"2001"	76	84814	89.61	221.03
	"Alaska"	"02"	"Small Metro"	"4"	"2002"	"2002"	48	86095	55.75	145.31
	"Alaska"	"02"	"Small Metro"	"4"	"2003"	"2003"	68	86885	78.26	186.64
	"Alaska"	"02"	"Small Metro"	"4"	"2004"	"2004"	81	89043	90.97	178.88
	"Alaska"	"02"	"Small Metro"	"4"	"2005"	"2005"	72	90431	79.62	164.61
	"Alaska"	"02"	"Small Metro"	"4"	"2006"	"2006"	62	90545	68.47	148.31
	"Alaska"	"02"	"Small Metro"	"4"	"2007"	"2007"	67	93545	71.62	135.73
	"Alaska"	"02"	"Small Metro"	"4"	"2008"	"2008"	67	94552	70.86	129.11
	"Alaska"	"02"	"Small Metro"	"4"	"2009"	"2009"	97	95238	101.85	186.25
	"Alaska"	"02"	"Small Metro"	"4"	"2010"	"2010"	81	97581	83.01	145.06
	"Alaska"	"02"	"Small Metro"	"4"	"2011"	"2011"	91	99192	91.74	156.25
	"Alaska"	"02"	"Small Metro"	"4"	"2012"	"2012"	74	100272	73.80	124.45
	"Alaska"	"02"	"Small Metro"	"4"	"2013"	"2013"	77	100436	76.67	127.91
	"Alaska"	"02"	"Small Metro"	"4"	"2014"	"2014"	101	99357	101.65	173.26
	"Alaska"	"02"	"Small Metro"	"4"	"2015"	"2015"	111	99631	111.41	172.61
	"Alaska"	"02"	"Small Metro"	"4"	"2016"	"2016"	85	100605	84.49	127.35
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	34	45026	75.51	138.47
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	35	44781	78.16	120.53
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	61	44298	137.70	239.20
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	43	44311	97.04	152.68
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	51	44328	115.05	175.70
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	40	44347	90.20	138.91
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	37	44308	83.51	129.89
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	55	44300	124.15	179.99
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	44	44023	99.95	155.34
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	48	44436	108.02	158.04
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	53	44151	120.04	159.22
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	44	44752	98.32	117.11
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	44	45757	96.16	122.62
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	58	46335	125.18	145.55
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	45	46389	97.01	116.19
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	74	46193	160.20	185.28
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	62	46465	133.43	162.21
	"Alaska"	"02"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	66	46214	142.81	163.87
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"1999"	"1999"	157	179191	87.62	181.17
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2000"	"2000"	193	179706	107.40	219.72
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2001"	"2001"	177	178521	99.15	191.93
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2002"	"2002"	192	179349	107.05	193.39
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2003"	"2003"	202	179471	112.55	205.39
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2004"	"2004"	173	180651	95.76	176.69
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2005"	"2005"	169	181304	93.21	160.07
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2006"	"2006"	184	181739	101.24	167.29
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2007"	"2007"	183	182538	100.25	164.24
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2008"	"2008"	194	182834	106.11	161.59
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2009"	"2009"	227	184944	122.74	181.47
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2010"	"2010"	242	187077	129.36	182.69
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2011"	"2011"	239	190253	125.62	169.22
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2012"	"2012"	225	192307	117.00	154.48
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2013"	"2013"	238	192165	123.85	165.54
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2014"	"2014"	221	192290	114.93	141.74
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2015"	"2015"	286	192546	148.54	186.42
	"Alaska"	"02"	"NonCore (non-metro)"	"6"	"2016"	"2016"	274	192518	142.32	169.63
	"Arizona"	"04"	"Large Central Metro"	"1"	"1999"	"1999"	6135	3004985	204.16	226.20
	"Arizona"	"04"	"Large Central Metro"	"1"	"2000"	"2000"	6011	3072149	195.66	217.50
	"Arizona"	"04"	"Large Central Metro"	"1"	"2001"	"2001"	6028	3175989	189.80	210.98
	"Arizona"	"04"	"Large Central Metro"	"1"	"2002"	"2002"	6050	3255388	185.85	207.23
	"Arizona"	"04"	"Large Central Metro"	"1"	"2003"	"2003"	6103	3328468	183.36	203.15
	"Arizona"	"04"	"Large Central Metro"	"1"	"2004"	"2004"	5856	3417860	171.34	189.47
	"Arizona"	"04"	"Large Central Metro"	"1"	"2005"	"2005"	6100	3538988	172.37	189.23
	"Arizona"	"04"	"Large Central Metro"	"1"	"2006"	"2006"	5820	3642884	159.76	174.68
	"Arizona"	"04"	"Large Central Metro"	"1"	"2007"	"2007"	5569	3711954	150.03	162.66
	"Arizona"	"04"	"Large Central Metro"	"1"	"2008"	"2008"	5519	3771061	146.35	156.69
	"Arizona"	"04"	"Large Central Metro"	"1"	"2009"	"2009"	5479	3803779	144.04	150.82
	"Arizona"	"04"	"Large Central Metro"	"1"	"2010"	"2010"	5278	3817117	138.27	141.50
	"Arizona"	"04"	"Large Central Metro"	"1"	"2011"	"2011"	5477	3880244	141.15	140.42
	"Arizona"	"04"	"Large Central Metro"	"1"	"2012"	"2012"	5434	3942169	137.84	134.45
	"Arizona"	"04"	"Large Central Metro"	"1"	"2013"	"2013"	5645	4009412	140.79	134.70
	"Arizona"	"04"	"Large Central Metro"	"1"	"2014"	"2014"	5636	4087191	137.89	129.19
	"Arizona"	"04"	"Large Central Metro"	"1"	"2015"	"2015"	5946	4167947	142.66	130.70
	"Arizona"	"04"	"Large Central Metro"	"1"	"2016"	"2016"	6217	4242997	146.52	131.11
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"1999"	"1999"	392	173364	226.11	220.87
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2000"	"2000"	395	179727	219.78	200.20
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2001"	"2001"	355	187747	189.08	181.31
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2002"	"2002"	453	197082	229.85	226.43
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2003"	"2003"	447	207920	214.99	216.49
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2004"	"2004"	442	219472	201.39	205.18
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2005"	"2005"	508	235708	215.52	224.51
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2006"	"2006"	464	271328	171.01	179.60
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2007"	"2007"	458	306174	149.59	160.99
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2008"	"2008"	503	335311	150.01	171.20
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2009"	"2009"	407	349830	116.34	127.95
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2010"	"2010"	486	375770	129.33	144.00
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2011"	"2011"	530	382992	138.38	147.86
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2012"	"2012"	603	387365	155.67	151.57
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2013"	"2013"	515	389350	132.27	123.17
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2014"	"2014"	537	401918	133.61	120.21
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2015"	"2015"	647	406584	159.13	133.60
	"Arizona"	"04"	"Large Fringe Metro"	"2"	"2016"	"2016"	613	418540	146.46	116.53
	"Arizona"	"04"	"Medium Metro"	"3"	"1999"	"1999"	2021	828905	243.82	228.80
	"Arizona"	"04"	"Medium Metro"	"3"	"2000"	"2000"	1942	843746	230.16	216.03
	"Arizona"	"04"	"Medium Metro"	"3"	"2001"	"2001"	1971	859280	229.38	212.86
	"Arizona"	"04"	"Medium Metro"	"3"	"2002"	"2002"	1986	874267	227.16	210.83
	"Arizona"	"04"	"Medium Metro"	"3"	"2003"	"2003"	1944	885893	219.44	199.77
	"Arizona"	"04"	"Medium Metro"	"3"	"2004"	"2004"	1877	901342	208.25	188.39
	"Arizona"	"04"	"Medium Metro"	"3"	"2005"	"2005"	1855	920298	201.57	178.82
	"Arizona"	"04"	"Medium Metro"	"3"	"2006"	"2006"	1842	940930	195.76	171.88
	"Arizona"	"04"	"Medium Metro"	"3"	"2007"	"2007"	1864	955869	195.01	167.72
	"Arizona"	"04"	"Medium Metro"	"3"	"2008"	"2008"	1874	967778	193.64	163.30
	"Arizona"	"04"	"Medium Metro"	"3"	"2009"	"2009"	1865	975580	191.17	158.79
	"Arizona"	"04"	"Medium Metro"	"3"	"2010"	"2010"	1734	980263	176.89	144.55
	"Arizona"	"04"	"Medium Metro"	"3"	"2011"	"2011"	1941	989569	196.15	154.91
	"Arizona"	"04"	"Medium Metro"	"3"	"2012"	"2012"	1952	992394	196.70	151.93
	"Arizona"	"04"	"Medium Metro"	"3"	"2013"	"2013"	1918	996554	192.46	145.76
	"Arizona"	"04"	"Medium Metro"	"3"	"2014"	"2014"	1869	1004516	186.06	137.69
	"Arizona"	"04"	"Medium Metro"	"3"	"2015"	"2015"	1953	1010025	193.36	139.37
	"Arizona"	"04"	"Medium Metro"	"3"	"2016"	"2016"	2092	1016206	205.86	145.84
	"Arizona"	"04"	"Small Metro"	"4"	"1999"	"1999"	1720	700796	245.44	215.93
	"Arizona"	"04"	"Small Metro"	"4"	"2000"	"2000"	1690	716650	235.82	206.15
	"Arizona"	"04"	"Small Metro"	"4"	"2001"	"2001"	1698	732902	231.68	200.91
	"Arizona"	"04"	"Small Metro"	"4"	"2002"	"2002"	1753	750070	233.71	200.18
	"Arizona"	"04"	"Small Metro"	"4"	"2003"	"2003"	1820	766246	237.52	201.34
	"Arizona"	"04"	"Small Metro"	"4"	"2004"	"2004"	1814	789518	229.76	193.10
	"Arizona"	"04"	"Small Metro"	"4"	"2005"	"2005"	1914	815824	234.61	197.01
	"Arizona"	"04"	"Small Metro"	"4"	"2006"	"2006"	1878	840034	223.56	185.17
	"Arizona"	"04"	"Small Metro"	"4"	"2007"	"2007"	1808	854538	211.58	174.19
	"Arizona"	"04"	"Small Metro"	"4"	"2008"	"2008"	1924	863367	222.85	179.95
	"Arizona"	"04"	"Small Metro"	"4"	"2009"	"2009"	1957	868140	225.42	176.71
	"Arizona"	"04"	"Small Metro"	"4"	"2010"	"2010"	1906	872737	218.39	167.02
	"Arizona"	"04"	"Small Metro"	"4"	"2011"	"2011"	2145	882909	242.95	180.28
	"Arizona"	"04"	"Small Metro"	"4"	"2012"	"2012"	2139	884092	241.94	176.13
	"Arizona"	"04"	"Small Metro"	"4"	"2013"	"2013"	2084	885376	235.38	163.93
	"Arizona"	"04"	"Small Metro"	"4"	"2014"	"2014"	2108	890582	236.70	160.10
	"Arizona"	"04"	"Small Metro"	"4"	"2015"	"2015"	2228	896791	248.44	162.62
	"Arizona"	"04"	"Small Metro"	"4"	"2016"	"2016"	2325	903120	257.44	162.99
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	380	218082	174.25	194.05
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	388	220675	175.82	194.28
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	388	221767	174.96	189.97
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	442	224834	196.59	209.58
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	411	226476	181.48	188.63
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	403	228523	176.35	183.03
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	432	231764	186.40	188.16
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	432	236164	182.92	186.08
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	430	240692	178.65	175.32
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	423	243846	173.47	168.13
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	405	245668	164.86	157.68
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	412	245686	167.69	155.05
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	391	245365	159.35	148.40
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	407	244957	166.15	145.28
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	415	244625	169.65	145.27
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	460	245872	187.09	154.99
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	467	245563	190.18	152.41
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	525	247166	212.41	162.81
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"1999"	"1999"	152	97691	155.59	186.70
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"2000"	"2000"	158	97685	161.74	191.80
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"2001"	"2001"	148	95792	154.50	173.43
